type	locus	start	end	orientation	annot
CDS	STM0756	820233	821276	0	3 different subfamilies; catalyzes the formation ofquinolinate from iminoaspartate and dihydroxyacetonequinolinate synthetase
CDS	STM0757	821301	822020	0	PNUC protein (SW:PNUC_SALTY); NMN familynicotinamide riboside transporter PnuC
CDS	STM0758	822017	822955	11	involved in zinc efflux across the cytoplasmicmembranezinc transporter ZitB
CDS	STM0759	823066	823452	11	hypothetical protein
CDS	STM0760	823772	824824	0	catalyzes the formation of3-deoxy-D-arabino-hept-2-ulosonate 7 phosphate fromphospho-2-dehydro-3-deoxyheptonate aldolase
CDS	STM0761	824918	825463	11	fumarate hydratase subunit beta
CDS	STM0762	825478	826323	11	Catalyzes the reversible hydration of fumaric acidto yield I-malic acidfumarate hydratase subunit alpha
CDS	STM0763	826453	827343	0	LysR family transcriptional regulator
CDS	STM0764	827344	828327	11	LysR family transcriptional regulator
CDS	STM0765	828571	829818	0	cation transporter
CDS	STM0766	829868	830113	0	catalyzes the decarboxylation of oxaloacetate toform pyruvate and carbon dioxideoxaloacetate decarboxylase subunit gamma
CDS	STM0768	831919	833220	0	oxaloacetate decarboxylase beta chain(SW:DCOB_SALTY)oxaloacetate decarboxylase subunit beta
CDS	STM0769	833339	834037	0	cytoplasmic protein
CDS	STM0770	834417	835496	0	cobalamin/Fe3+-siderophore ABC transporterpermease
CDS	STM0771	835496	836272	0	cobalamin/Fe3+-siderophore ABC transporterATP-binding protein
CDS	STM0772	836363	837115	11	2,3-bisphosphoglycerate-dependent; catalyzes theinterconversion of 2-phosphoglycerate tophosphoglyceromutase
CDS	STM0773	837339	838379	11	catalyzes the conversion of alpha-aldose to thebeta-anomer; active on D-glucose, L-arabinose, D-xylose,aldose 1-epimerase
CDS	STM0774	838373	839521	11	catalyzes the formation of alpha-D-galactose1-phosphate from D-galactose in galactose metabolismgalactokinase
CDS	STM0775	839524	840570	11	catalyzes the interconversion of UDP-galactose andgalactose-1-P with UDP-galactose and glucose-1-Pgalactose-phosphate uridylyltransferase
CDS	STM0776	840581	841597	11	UDP-glucose 4-epimerase (SW:GALE_SALTY)UDP-galactose-4-epimerase
CDS	STM0777	841820	842728	11	inner membrane protein
CDS	STM0778	842899	844374	11	contains 2 ATP-binding cassettes; involved in thetransport of molybdenummolybdenum ABC transporter ATP-binding proteinModF
CDS	STM0779	844442	845230	11	represses the modABCD operon and activates themoaABCD and napFDAGHBC operonsDNA-binding transcriptional repressor ModE
CDS	STM0780	845359	845508	0	hypothetical protein
CDS	STM0781	845675	846448	0	with ModCB is involved in the high-affinitytransport of molybdatemolybdate ABC transporter substrate-bindingprotein ModA
CDS	STM0782	846448	847137	0	part of ModCBA molybdate transporter; member of ABCsuperfamily; inner membrane component; regulated bymolybdate ABC transporter permease ModB
CDS	STM0783	847140	848198	0	Part of the ABC transporter complex modABC involvedin molybdenum importmolybdate ABC transporter ATP-binding proteinModC
CDS	STM0784	848199	849017	11	YbhA; catalyzes the dephosphorylation of pyridoxalphosphate, fructose 1,6-bisphosphate, erythrosephosphotransferase
CDS	STM0785	849181	850176	0	catalyzes the hydrolysis of 6-phosphogluconolactoneto 6-phosphogluconate6-phosphogluconolactonase
CDS	STM0786	850320	851603	11	outer membrane lipoprotein that catalyzes thehydrolysis of the thioester bond in palmitoyl-CoA; YbhCpectinesterase
CDS	STM0787	851841	853064	0	catalyzing the hydrolysis of4-imidazolone-5-propionate to N-formimidoyl-L-glutamate,imidazolonepropionase
CDS	STM0788	853061	854002	0	catalyzes the formation of glutamate and formamidefrom N-formimidoyl-L-glutamateformimidoylglutamase
CDS	STM0789	854047	854772	0	histidine utilization repressor
CDS	STM0791	856655	858175	0	catalyzes the degradation of histidine to urocanateand ammmoniahistidine ammonia-lyase
CDS	STM0792	858260	858736	11	kinase inhibitor protein
CDS	STM0793	858794	860083	11	catalyzes the formation ofS-adenosyl-4-methylthionine-2-oxobutanoate andadenosylmethionine--8-amino-7-oxononanoateaminotransferase
CDS	STM0794	860170	861210	0	biotin synthetase
CDS	STM0795	861207	862364	0	catalyzes the formation of 8-amino-7-oxononanoatefrom 6-carboxyhexanoyl-CoA and L-alanine8-amino-7-oxononanoate synthase
CDS	STM0796	862348	863103	0	biotin biosynthesis protein BioC;methyltransferase; acyl carrier protein involved in anmalonyl-ACP O-methyltransferase
CDS	STM0797	863096	863782	0	DTB synthetase; dethiobiotin synthase; involved inproduction of dethiobiotin from ATP anddithiobiotin synthetase
CDS	STM0798	864433	866454	0	The UvrABC repair system catalyzes the recognitionand processing of DNA lesions. The beta-hairpin of theexcinuclease ABC subunit B
CDS	STM0800	866944	869241	0	leucine-rich repeat protein SlrP; secreted bySPI-1; type III secretionE3 ubiquitin-protein ligase SlrP
CDS	STM0801	869333	870241	11	hypothetical protein
CDS	STM0802	870638	871627	0	together with moaC, is involved in the conversionof a guanosine derivative (GXP) into molybdopterincyclic pyranopterin monophosphate synthase
CDS	STM0803	871649	872161	0	molybdopterin biosynthesis protein B
CDS	STM0804	872164	872649	0	MoaC; along with MoaA is involved in conversion ofa guanosine derivative into molybdopterin precursor Z;cyclic pyranopterin monophosphate synthaseaccessory protein
CDS	STM0805	872642	872887	0	with MoaE catalyzes the conversion of molybdopterinprecursor Z into molybdopterinmolybdopterin synthase small subunit
CDS	STM0806	872889	873341	0	with MoaD catalyzes the conversion of molybdopterinprecursor Z into molybdopterinmolybdopterin synthase catalytic subunit
CDS	STM0807	873389	874093	0	permease
CDS	STM0808	874240	874947	0	integral membrane protein
CDS	STM0809	874971	875579	0	inner membrane protein
CDS	STM0810	875587	876147	0	inner membrane protein
CDS	STM0811	876150	877112	11	negative regulator
CDS	STM0812	877112	878353	11	cardiolipin synthase
CDS	STM0813	878350	879108	11	cytoplasmic protein
CDS	STM0814	879241	879651	0	inner membrane protein
CDS	STM0815	879613	880719	11	ABC superfamily membrane proteinABC transporter permease
CDS	STM0816	880835	881965	11	ABC superfamily membrane proteinABC transporter permease
CDS	STM0817	881958	883694	11	ABC transporter ATP-binding protein
CDS	STM0818	883687	884682	11	hypothetical protein
CDS	STM0819	884682	885356	11	etR/AcrR family transcriptional regulator
CDS	STM0820	885586	886950	0	this helicase is not essential cell growthATP-dependent RNA helicase RhlE
CDS	STM0821	887158	889302	0	helicase involved in DNA repair and perhaps alsoreplicationATP-dependent DNA helicase DinG
CDS	STM0822	889332	890306	0	transferase
CDS	STM0823	890462	890722	11	periplasmic protein
CDS	STM0825	891007	891273	11	DnaK suppressor protein
CDS	STM0826	891478	892404	0	rRNA large subunit methyltransferase
CDS	STM0827	892401	894623	11	mechanosensitive channel protein
CDS	STM0828	894742	895464	11	glutamine ABC transporter ATP-binding protein
CDS	STM0829	895461	896120	11	glutamine ABC transporter permease
CDS	STM0830	896264	897010	11	glutamine ABC transporter substrate-bindingprotein
CDS	STM0831	897487	897990	11	binds DNA in a non-sequence-specific manner and isabundant during stationary phase; forms a DNA-proteinDNA starvation/stationary phase protectionprotein
CDS	STM0832	898293	899180	11	hypothetical protein in dps-ompX intergenic region(SW:YBIF_SALTY)threonine/homoserine exporter RhtA
CDS	STM0833	899534	900049	0	OmpX; involved in cell adhesion; forms aneight-stranded antiparallel beta-barrel that protrudesouter membrane protease
CDS	STM0834	900112	901692	11	integral membrane protein
CDS	STM0835	902271	902744	0	Transcriptional regulator that represses themanganese transporter MntH when manganese is presenttranscriptional regulator MntR
CDS	STM0836	902741	903853	0	di-/tricarboxylate transporter
CDS	STM0837	903897	904817	11	periplasmic protein
CDS	STM0838	905036	906628	0	ABC transporter ATP-binding protein
CDS	STM0839	907237	907980	0	inner membrane protein
CDS	STM0840	908009	908728	11	HAD superfamily hydrolase
CDS	STM0841	908933	910198	11	cytoplasmic protein
CDS	STM0842	910460	911269	0	HAD superfamilyHAD superfamily hydrolase
CDS	STM0843	911347	913779	11	pyruvate formate lyase
CDS	STM0844	913785	914684	11	pyruvate formate lyase activating enzyme
CDS	STM0845	914962	915711	11	ATP-dependent adenylate transferase, transfersadenyl moiety to the MoeD subunit of molybdopterinmolybdopterin-synthase adenylyltransferase
CDS	STM0846	915711	916946	11	is involved in the formation of active molybdenumcofactor and the chelation of molybdenummolybdopterin molybdenumtransferase
CDS	STM0847	917149	918090	0	isoaspartyl peptidase
CDS	STM0848	918101	919972	0	with GsiBCD is involved in glutathione import; GsiAcontains 2 ATP-binding domainsglutathione ABC transporter ATP-binding proteinGsiA
CDS	STM0849	920005	921543	0	glutathione ABC transporter substrate-bindingprotein GsiB
CDS	STM0850	921604	922524	0	glutathione ABC transporter permease GsiC
CDS	STM0851	922527	923438	0	glutathione ABC transporter permease GsiD
CDS	STM0852	923529	924854	11	catalyzes the methylthiolation of an aspartic acidresidue of the S12 protein of the 30S ribosomal subunitribosomal protein S12 methylthiotransferaseRimO
CDS	STM0853	925085	925468	0	BssS; regulator of biofilm through signalsecretion; disruption of this gene in Escherichia coli ledbiofilm formation regulatory protein BssR
CDS	STM0854	926181	926696	0	cytoplasmic protein
CDS	STM0855	926719	927468	0	electron transfer protein subunit beta
CDS	STM0856	927479	928426	0	electron transfer protein subunit alpha
CDS	STM0857	928720	929883	0	acyl-CoA dehydrogenase
CDS	STM0858	930332	932017	0	dehydrogenase
CDS	STM0859	932023	932913	11	LysR family transcriptional regulator
CDS	STM0860	933178	933603	11	inner membrane protein
CDS	STM0861	933950	934630	0	dehydrogenase
CDS	STM0862	934627	935253	11	glutathione S-transferase
CDS	STM0863	935497	936699	0	penicillin-binding protein 6a; removes C-terminalD-alanyl residues from sugar-peptide cell wall precursors;D-alanyl-D-alanine carboxypeptidase
CDS	STM0864	936744	937502	11	DeoR family transcriptional repressor
CDS	STM0865	937574	938182	11	undecaprenyl pyrophosphate phosphatase
CDS	STM0866	938495	939727	0	multidrug translocase
CDS	STM0867	939781	940596	11	hydrolase
CDS	STM0868	940593	941804	11	transport protein/regulator
CDS	STM0869	941972	942592	0	TetR/Acr family regulator
CDS	STM0870	942709	944394	11	transport protein
CDS	STM0871	944665	945042	0	inner membrane protein
CDS	STM0872	945074	945337	11	functions as an electron carrier in theglutathione-dependent synthesis of deoxyribonucleotides byglutaredoxin
CDS	STM0873	945507	945797	0	YbjC; located in the same operon as the nfsA gene;member of the soxRS regulon which mediates in part thehypothetical protein
CDS	STM0874	945781	946503	0	NADPH-dependent; oxygen-insensitive; catalyzes thereduction of nitroaromatic compoundsnitroreductase
CDS	STM0875	946561	947463	0	responsible for the addition of glutamate residuesto the C-terminus of ribosomal protein S6ribosomal protein S6--L-glutamate ligase
CDS	STM0876	947560	948036	0	cytoplasmic protein
CDS	STM0877	948385	949497	0	putrescine ABC transporter substrate-bindingprotein PotF
CDS	STM0878	949585	950718	0	part of the PotFGHI ATP-dependent putrescinetransporterputrescine ABC transporter ATP-binding proteinPotG
CDS	STM0879	950728	951681	0	putrescine ABC transporter permease PotH
CDS	STM0880	951678	952523	0	putrescine ABC transporter permease PotH
CDS	STM0881	952597	953070	0	inner membrane protein
CDS	STM0882	953113	954243	0	RNA uridine methyltransferase B; catalyzes theformation of 5-methyl-uridine at position 747 in 23S rRNA23S rRNA (uracil(747)-C(5))-methyltransferase
CDS	STM0884	954526	955869	0	membrane component; functions with enzymes IIB(sgaB; ulaB) and IIA (sgaA; ulaC) enzyme I and HPr forPTS system ascorbate-specific transportersubunit IIC
CDS	STM0885	955899	956219	0	inner membrane protein
CDS	STM0886	956229	957716	0	sulfatase
CDS	STM0887	957935	958666	11	arginine ABC transporter substrate-bindingprotein ArtJ
CDS	STM0888	958903	959571	11	with ArtPQJI acts to transport arginine across theinner membranearginine ABC transporter permease ArtM
CDS	STM0889	959571	960287	11	with ArtPMJI transports arginine across the innermembranearginine ABC transporter permease ArtQ
CDS	STM0890	960294	961025	11	arginine ABC transporter substrate-bindingprotein ArtI
CDS	STM0891	961043	961771	11	With ArtMQJI transports arginine across the innermembranearginine ABC transporter ATP-binding proteinArtP
CDS	STM0892	962001	962516	11	induced during stationary phase and by acivicin (aglutamine analog); regulated by Lrp and RpoSlipoprotein
CDS	STM0931	1005687	1006517	0	aminidase
CDS	STM0932	1006514	1007527	11	nucleoside-diphosphate-sugar epimerase
CDS	STM0933	1007623	1009056	11	nucleoside-diphosphate-sugar epimerase
CDS	STM0934	1009067	1010068	11	low- specificity; catalyzes the formation ofacetaldehyde and glycine from L-threonine; acts onL-threonine aldolase
CDS	STM0935	1010107	1011825	11	catalyzes the formation of acetate from pyruvatepyruvate dehydrogenase
CDS	STM0936	1011983	1012954	11	HCP oxidoreductase
CDS	STM0937	1012963	1014615	11	catalyzes the reduction of hydroxylamine to ammoniaand waterhydroxylamine reductase
CDS	STM0938	1014759	1015658	11	inner membrane protein
CDS	STM0939	1015860	1017518	0	hypothetical protein
CDS	STM0940	1017515	1018483	11	VirK-like protein
CDS	STM0941	1018611	1019729	0	confers macrolide resistance via active drugeffluxmacrolide export protein MacA
CDS	STM0942	1019726	1021672	0	with MacA is involved in the export of macrolidemacrolide efflux ATP-binding protein/permeaseMacB
CDS	STM0943	1021802	1022023	11	stress response protein
CDS	STM0944	1022347	1022667	0	involved in the modulation of the specificity ofthe ClpAP-mediated ATP-dependent protein degradation;ATP-dependent Clp protease adaptor protein ClpS
CDS	STM0945	1022698	1024974	0	ATPase and specificity subunit of the ClpA-ClpP ATPdependent serine protease; directs protease to specificATP-dependent Clp protease ATP-binding subunit
CDS	STM0950	1027679	1028356	11	SlsA protein
CDS	STM0951	1028376	1029236	11	cytoplasmic protein
CDS	STM0952	1029345	1030256	0	LysR family transcriptional regulator
CDS	STM0953	1030347	1030565	11	stimulates the activities of the other twoinitiation factors, IF-2 and IF-3translation initiation factor IF-1
CDS	STM0954	1030493	1030876	11	inner membrane protein
CDS	STM0955	1030877	1031581	11	leucyltransferase; phenylalanyltransferse;functions in the N-end rule pathway; transfers Leu, Phe,leucyl/phenylalanyl-tRNA--protein transferase
CDS	STM0956	1031626	1033347	11	in Escherichia coli the CydCD ABC transporterexports cysteine and glutathione into the periplasm incysteine/glutathione ABC transporterpermease/ATP-binding protein CycC
CDS	STM0957	1033348	1035114	11	in Escherichia coli the CydCD ABC transporterexports cysteine and glutathione into the periplasm incysteine/glutathione ABC transporterpermease/ATP-binding protein CycD
CDS	STM0958	1035228	1036196	11	catalyzes the transfer of electrons from NADPH tothioredoxin; FAD/NAD(P) bindingthioredoxin reductase
CDS	STM0959	1036742	1037236	0	mediates a global response to leucine; acts as aregulator for several genes involved in the high-affinityleucine-responsive transcriptional regulator
CDS	STM0961	1041566	1042180	0	participates with LolB in the incorporation oflipoprotein into the outer membraneouter-membrane lipoprotein carrier protein
CDS	STM0962	1042190	1043533	0	DNA-dependent ATPase
CDS	STM0963	1043792	1045084	0	catalyzes a two-step reaction, first charging aserine molecule by linking its carboxyl group to theserine--tRNA ligase
CDS	STM0964	1045321	1047765	0	anaerobic dimethyl sulfoxide reductase subunitA
CDS	STM0965	1047776	1048393	0	anaerobic dimethyl sulfoxide reductase subunitB
CDS	STM0966	1048395	1049258	0	anaerobic dimethyl sulfoxide reductase subunitC
CDS	STM0968	1049608	1050756	0	MFS family transporter protein
CDS	STM0969	1050974	1052395	0	APC family amino-acid transporter
CDS	STM0970	1052688	1053485	11	activates pyruvate formate-lyase 1 under anaerobicconditionspyruvate formate lyase-activating enzyme 1
CDS	STM0971	1053604	1053930	11	cytoplasmic protein
CDS	STM0972	1054061	1055020	0	secreted effector protein SopD2
CDS	STM0973	1055096	1057378	11	pyruvate formate lyase I
CDS	STM0974	1057438	1058295	11	formate transporter
CDS	STM0975	1058700	1060460	11	cytoplasmic protein
CDS	STM0976	1060597	1061289	0	inner membrane protein
CDS	STM0977	1061475	1062563	0	catalyzes the formation of 3-phosphonooxypyruvateand glutamate from O-phospho-L-serine and 2-oxoglutarate;phosphoserine aminotransferase
CDS	STM0978	1062634	1063917	0	catalyzes the formation of5-O-(1-carboxyvinyl)-3-phosphoshikimate from3-phosphoshikimate 1-carboxyvinyltransferase
CDS	STM0979	1064060	1064821	0	Zn-dependent protease
CDS	STM0980	1064994	1065677	0	Catalyzes the formation of (d)CDP from ATP and(d)CMPcytidylate kinase
CDS	STM0981	1065791	1067464	0	in Escherichia coli this protein is involved inbinding to the leader sequence of mRNAs and is itself30S ribosomal protein S1
CDS	STM0982	1067620	1067904	0	This protein is one of the two subunits ofintegration host factor, a specific DNA-binding proteinintegration host factor subunit beta
CDS	STM0983	1068134	1070398	0	hypothetical protein
CDS	STM0984	1070435	1072183	0	involved in the transport of lipid A across theinner membranelipid A export ATP-binding/permease
CDS	STM0985	1072180	1073157	0	transfers the gamma-phosphate of ATP to the 4'position of a tetraacyldisaccharide 1-phosphatetetraacyldisaccharide 4'-kinase
CDS	STM0986	1073201	1074433	0	cytoplasmic protein
CDS	STM0987	1074485	1074667	0	hypothetical protein
CDS	STM0988	1074664	1075410	0	CMP-2-keto-3-deoxyoctulosonic acid synthetase;catalyzes the formation of3-deoxy-manno-octulosonate cytidylyltransferase
CDS	STM0989	1075621	1076514	0	hypothetical protein
CDS	STM0990	1076494	1077270	11	hypothetical protein
CDS	STM0991	1077406	1078209	0	S-adenosylmethionine-dependentmethyltransferase
CDS	STM0992	1078202	1079524	0	condesin subunit F; acts with MukB and MukE tocondense the chromosome and allow for segregation duringchromosome partition protein MukF
CDS	STM0993	1079505	1080209	0	condesin subunit E; acts with MukB and MukF tocondense the chromosome and allow for segregation duringchromosome partition protein MukE
CDS	STM0994	1080209	1084675	0	SMC (structural maintenance of chromosomes) familyof proteins; involved in chromosome condensatin andchromosome partition protein MukB
CDS	STM0995	1085020	1086861	0	murein L,D-transpeptidase
CDS	STM0996	1087121	1087669	0	outer membrane protein
CDS	STM0997	1087697	1088344	0	metallo-beta-lactamase
CDS	STM0998	1088406	1089596	11	catalyzes the formation of L-glutamate and anaromatic oxo acid from an aromatic amino acid andaspartate aminotransferase
CDS	STM0999	1089781	1090872	11	outer membrane protein F precursor; porin;(SW:OMPF_SALTY)outer membrane protein F
CDS	STM1058	1146961	1147971	0	catalyzes the conversion of dihydroorotate toorotate in the pyrimidine biosynthesis pathway; uses adihydroorotate dehydrogenase 2
CDS	STM1059	1148137	1148679	0	cell division protein ZapC
CDS	STM1060	1148676	1149785	11	iron-sulfur protein
CDS	STM1061	1149884	1151992	0	RimK and RimL; catalyzes the N2-methyl guanosinemodification of the G2445 residue and G2079 residue of 23Sbifunctional rRNA large subunitmethyltransferase
CDS	STM1062	1152005	1153912	0	Uup; in Escherichia coli this cytoplasmic proteinwas shown to contain ATPase activity; mutations in thisABC transporter ATPase
CDS	STM1063	1153927	1155180	0	paraquat-inducible protein A
CDS	STM1064	1155185	1156825	0	paraquat-inducible protein B
CDS	STM1065	1156822	1157385	0	outer membrane protein
CDS	STM1066	1157641	1157808	0	ribosome modulation factor
CDS	STM1067	1157908	1158426	11	catalyzes the dehydration of(3R)-3-hydroxydecanoyl-ACP to 2,3-decenoyl-ACP or3-hydroxydecanoyl-ACP dehydratase
CDS	STM1068	1158495	1160255	11	protease
CDS	STM1069	1160441	1160893	0	macrodomain Ter protein
CDS	STM1070	1160965	1162017	11	OmpA is believed to be a porin, involved indiffusion of nonspecific small solutes across the outerouter membrane protein A
CDS	STM1071	1162374	1162883	11	suppressor of lon (SW:SULA_SALTY); inhibitor ofcell division and FtsZ ring formation upon DNAcell division inhibitor SulA
CDS	STM1072	1163100	1163705	0	DNA transformation protein
CDS	STM1073	1163692	1165845	11	efflux PET familyefflux family transporter
CDS	STM1074	1165864	1166310	11	inner membrane protein
CDS	STM1075	1166434	1168488	0	catalyzes the ATP-dependent unwinding of duplex DNAin the 3' to 5' direction with respect to the bound singleDNA helicase IV
CDS	STM1076	1168524	1168982	11	catalyzes the formation of methylglyoxal fromglycerone phosphatemethylglyoxal synthase
CDS	STM1077	1169077	1169739	11	hypothetical protein
CDS	STM1078	1169910	1170326	0	cytoplasmic protein
CDS	STM1079	1170371	1170688	11	heat shock protein HspQ
CDS	STM1080	1170746	1171957	11	rRNA large subunit methyltransferase RimI
CDS	STM1081	1172172	1172720	0	outer membrane protein
CDS	STM1082	1172746	1173525	0	AraC family regulatory protein
CDS	STM1083	1173574	1173855	0	catalyzes the hydrolysis of acylphosphateacylphosphatase
CDS	STM1084	1173852	1174181	11	transfers sulfur from TusBCD complex to MnmA;involved in thiouridation of U34 position of some tRNAssulfurtransferase TusE
CDS	STM1085	1174268	1174927	11	hypothetical protein
CDS	STM1087	1175548	1176228	11	pathogenicity island-encoded protein A
CDS	STM1088	1176450	1177325	11	secreted effector protein PipB; similar to STM2780;secreted by SPI-2; type III secretion; localizes topathogenicity island-encoded protein B
CDS	STM1089	1177543	1177863	0	pathogenicity island-encoded protein
CDS	STM1090	1177873	1178214	11	chaperone protein SigE
CDS	STM1091	1178231	1179916	11	SigD; Salmonella outer protein B; similar to ipgDof Shigella; invasion gene D protein; secreted by SPI-1;inositol phosphate phosphatase SopB
CDS	STM1092	1180248	1180418	0	pathogenicity island-encoded protein
CDS	STM1094	1180638	1182107	11	pathogenicity island-encoded protein Ddipeptidase
CDS	STM1095	1182280	1183644	11	copper resistance histidine kinase
CDS	STM1096	1183637	1184317	11	induced by CusR in the presence of copper; YedWinduces the expression of the upstream gene yedV (encodingcopper resistance transcriptional regulator
CDS	STM1097	1184453	1184863	0	5-hydroxyisourate hydrolase
CDS	STM1098	1185196	1185708	11	4-hydroxyphenylacetate 3-monooxygenase reductasesubunit
CDS	STM1099	1185726	1187288	11	4-hydroxyphenylacetate 3-monooxygenase oxygenasesubunit
CDS	STM1100	1187506	1187946	11	4-hydroxyphenylacetate catabolismtranscriptional regulator HpaR
CDS	STM1101	1188221	1189510	0	4-hydroxyphenylacetate catabolism protein HpaG
CDS	STM1102	1189507	1190973	0	5-carboxymethyl-2-hydroxymuconate semialdehydedehydrogenase
CDS	STM1103	1190975	1191826	0	3,4-dihydroxyphenylacetate 2,3-dioxygenase
CDS	STM1104	1191836	1192216	0	5-carboxymethyl-2-hydroxymuconatedelta-isomerase
CDS	STM1105	1192359	1193162	0	2-oxo-hepta-3-ene-1,7-dioic acid hydratase
CDS	STM1106	1193173	1193964	0	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
CDS	STM1107	1194036	1195412	0	4-hydroxyphenylacetate permease
CDS	STM1108	1195422	1196318	0	4-hydroxyphenylacetate catabolismtranscriptional regulator HpaA
CDS	STM1109	1196332	1197270	0	periplasmic protein
CDS	STM1110	1197678	1198040	11	sigma S-regulator; RssCanti-adapter protein IraM
CDS	STM1111	1198694	1198999	11	with CpbA modulates the activity of the dnaKchaperone system; interacts with CbpA and inhibits bothchaperone-modulator protein CbpM
CDS	STM1112	1198999	1199919	11	functional analog of DnaJ; co-chaperone with DnaK,molecular chaperone in an adaptive response tocurved DNA-binding protein CbpA
CDS	STM1113	1200154	1200516	0	suppressor for copper-sensitivity A; copper bindingproteincopper sensitive suppression protein A
CDS	STM1114	1200565	1202451	0	suppressor for copper-sensitivity B; suppression ofcopper sensitivitycopper sensitive suppression protein
CDS	STM1115	1202448	1203071	0	suppressor for copper-sensitivity C; suppression ofcopper sensitivitycopper sensitivity suppression protein
CDS	STM1116	1203061	1203567	0	suppressor for copper-sensitivity D; suppression ofcopper sensitivitycopper sensitive suppression protein
CDS	STM1117	1203700	1204941	0	glucose-1-phosphatase/inositol phosphatase
CDS	STM1118	1204975	1205202	11	cytoplasmic protein
CDS	STM1119	1205223	1205819	11	NAD(P)H dehydrogenase
CDS	STM1121	1206204	1206371	0	cytoplasmic protein
CDS	STM1122	1206508	1207146	0	transcriptional repressor
CDS	STM1123	1207143	1207538	11	periplasmic protein
CDS	STM1125	1211980	1213488	0	sodium/proline symporter proline permease(SW:PUTP_SALTY); SSS familysodium/proline symporter
CDS	STM05010	1214106	1214402	0	hypothetical protein
CDS	STM1126	1214381	1215169	0	riboflavin biosynthesis protein
CDS	STM1127	1215275	1216156	11	transcriptional regulator
CDS	STM1128	1216441	1217937	11	sodium/glucose cotransporter
CDS	STM1129	1218274	1218954	11	Converts N-acetylmannosamine-6-phosphate toN-acetylglucosamine-6-phosphateN-acetylmannosamine-6-phosphate 2-epimerase
CDS	STM1130	1219460	1220620	0	N-acetylneuraminate epimerase
CDS	STM1131	1220666	1221358	0	outer membrane protein
CDS	STM1132	1221641	1222921	0	sugar transporter
CDS	STM1133	1222932	1224038	0	dehydrogenase
CDS	STM05015	1224903	1225067	11	hypothetical protein
CDS	STM1135	1225066	1226004	0	glyoxylate/hydroxypyruvate reductase A
CDS	STM1136	1226088	1226825	0	phosphatase
CDS	STM1137	1226849	1227403	0	redox enzyme maturation protein
CDS	STM1138	1227456	1227986	0	hypothetical protein in phoH-csgG intergenic region(SW:YCDZ_SALTY)inner membrane protein
CDS	STM1139	1228025	1228858	11	curli production assembly/transport component CsgG(SW:CSGG_SALTY)curli production assembly/transport proteinCsgG
CDS	STM1140	1228885	1229301	11	nucleator protein that participates in thepolymerization of curlin (CsgA) subunits into curlicurli production assembly/transport proteinCsgF
CDS	STM1141	1229328	1229723	11	chaperone-like protein that participates in thepolymerization of curlin (CsgA) subunits into curlicurli production assembly/transport proteinCsgE
CDS	STM1142	1229728	1230378	11	activates the csgBA and csgDEFG operons involved inbiofilm formationDNA-binding transcriptional regulator CsgD
CDS	STM1143	1231133	1231588	0	CsgB; functions as a nucleator in the assembly ofcurli (coiled surface structures) on the cell surfaceminor curlin subunit
CDS	STM1144	1231630	1232085	0	major curlin subunit precursor; fimbrin SEF17(SW:CSGA_SALTY); coiled surface structures; crypticmajor curlin subunit
CDS	STM1145	1232147	1232473	0	involved in autoagglutination of curliated cells;not involved in production of curli fiberscurli assembly protein CsgC
CDS	STM1146	1232604	1232924	0	hypothetical protein in csgC-mdoG intergenic region(SW:YMDA_SALTY)hypothetical protein
CDS	STM1147	1233013	1233552	0	O-acetyl-ADP-ribose deacetylase
CDS	STM1148	1233488	1234975	0	phospholipase
CDS	STM1149	1234992	1236146	11	required for the transfer of succinyl residues tothe glucan backboneglucans biosynthesis protein C
CDS	STM1150	1236418	1237953	0	involved in the biosynthesis of osmoregulatedperiplasmic glucans; required for the assembly of theglucan biosynthesis protein G
CDS	STM1151	1237946	1240489	0	necessary for biosynthesis of osmoregulatedperiplasmic glucans possibly involved in the transfer togucans biosynthesis glucosyltransferase H
CDS	STM1152	1240563	1240790	0	outer membrane lipoprotein
CDS	STM1153	1240791	1241165	11	secY/secA suppressor protein
CDS	STM1154	1241247	1242461	11	Confers resistance to fosfomycin and deoxycholatedrug efflux system protein MdtG
CDS	STM1155	1242616	1243536	11	Acylates the intermediate (KDO)2-lipid IVA to form(KDO)2-(lauroyl)-lipid IVAlipid A biosynthesis lauroyl acyltransferase
CDS	STM1156	1243756	1244808	0	hypothetical protein
CDS	STM1157	1244860	1245435	11	hypothetical protein
CDS	STM1158	1245432	1246004	11	inner membrane protein
CDS	STM1159	1246267	1246380	11	inner membrane protein
CDS	STM1160	1246421	1247539	11	catalyzes the demethylation ofN-methyl-L-tryptophan forming L-tryptophan andN-methyl-L-tryptophan oxidase
CDS	STM1161	1247652	1247906	11	BssS; regulator of biofilm through signalsecretion; disruption of this gene in Escherichia coli ledbiofilm formation regulatory protein BssS
CDS	STM1162	1248196	1248441	11	DNA damage-inducible protein I
CDS	STM1163	1248515	1249561	11	catalyzes the formation of N-carbamoyl-L-aspartatefrom (S)-dihydroorotate in pyrimidine biosynthesisdihydroorotase
CDS	STM1164	1249666	1250226	11	hypothetical protein in pyrC 3'region(SW:YCEB_SALTY)hypothetical protein
CDS	STM1165	1250351	1250998	11	cofactor involved in the reduction of disulfidesglutaredoxin
