type	locus	start	end	orientation	annot
CDS	STM0360	408766	410169	0	cytochrome BD2 subunit I
RBS	STM0360	410158	410163	0	
gene	STM0361	410166	411176	0	
CDS	STM0361	410166	411176	0	cytochrome BD2 subunit II
RBS	STM0362	411189	411194	0	
CDS	STM0362	411193	411417	0	cytoplasmic protein
RBS	STM0363	411509	411514	0	
CDS	STM0363	411513	412517	0	XylS/AraC transcriptional activator; AraC familyAraC family transcriptional regulator
gene	STM0364	412663	414771	0	
CDS	STM0364	412663	414771	0	ferrioxamine B receptor
gene	STM0365	414812	415444	11	
CDS	STM0365	414812	415444	11	transporter
RBS		415455	415460	11	
gene	STM0366	415676	415951	0	
CDS	STM0366	415676	415951	0	periplasmic protein
gene	STM0367	416087	417712	11	
CDS	STM0367	416087	417712	11	propionate catabolism operon regulatory protein(SW:PRPR_SALTY); EBP familypropionate catabolism operon regulatory protein
RBS		417724	417729	11	
gene	STM0368	417977	418864	0	
CDS	STM0368	417977	418864	0	catalyzes the formation of pyruvate and succinatefrom 2-methylisocitrate2-methylisocitrate lyase
RBS	STM0369	418978	418983	0	
CDS	STM0369	418987	420156	0	catalyzes the synthesis of 2-methylcitrate frompropionyl-CoA and oxaloacetate; also catalyzes the2-methylcitrate synthase
RBS	STM0370	420181	420186	0	
CDS	STM0370	420196	421647	0	functions in propionate metabolism; involved inisomerization of (2S,3S)-methylcitrate to2-methylcitrate dehydratase
RBS	STM0371	421676	421681	0	
CDS	STM0371	421688	423574	0	catalyzes the formation of propionyl-CoA usingpropionate as a substrate; PrpE from Ralstoniapropionate--CoA ligase
gene	STM0372	423678	424652	11	
CDS	STM0372	423678	424652	11	catalyzes the formation of porphobilinogen from5-aminolevulinatedelta-aminolevulinic acid dehydratase
RBS		424657	424662	11	
gene	STM0373	425165	428101	0	
CDS	STM0373	425165	428101	0	hypothetical protein
RBS	STM0374	428176	428181	0	
CDS	STM0374	428187	428810	0	DNA-binding transcriptional regulator
gene	STM0375	428855	430012	11	
CDS	STM0375	428855	430012	11	penicillin-binding protein
RBS	STM0376	430347	430352	0	
CDS	STM0376	430359	431579	0	in Escherichia coli SbmA is involved in uptake ofmicrocin J25; functions along with FhuA, TonB, and ExbB/DABC superfamily transporter
RBS	STM0377	431583	431588	0	
CDS	STM0377	431594	432688	0	outer membrane lipoprotein
gene	STM0378	432726	433034	11	
CDS	STM0378	432726	433034	11	inner membrane protein
RBS		433041	433046	11	
gene	STM0379	433302	433517	0	
CDS	STM0379	433302	433517	0	inner membrane protein
gene	STM0380	433543	434637	11	
CDS	STM0380	433543	434637	11	D-alanyl-alanine synthetase A; DdlA; DdlB;cytoplasmic; catalyzes the formation of D-alanyl-D-alanineD-alanine--D-alanine ligase A
RBS		434650	434655	11	
gene	STM0381	434715	435428	0	
CDS	STM0381	434715	435428	0	inner membrane protein
gene	STM0382	435597	436808	0	
CDS	STM0382	435597	436808	0	permease
RBS	STM0383	437091	437096	0	
CDS	STM0383	437105	437365	0	aids the stabilization of the sigma factor RpoSanti-adapter protein IraP
RBS	STM0384	437705	437710	0	
CDS	STM0384	437717	438037	0	phosphate starvation inducible protein
RBS	STM0385	438110	438115	0	
CDS	STM0385	438129	439241	0	catalyzes the conversion of 2 GTP into c-di-GMP;adrA overexpression induces cellulose biosynthesis, celldiguanylate cyclase AdrA
gene	STM0386	439256	440065	11	
CDS	STM0386	439256	440065	11	catalyzes the formation of L-proline frompyrroline-5-carboxylatepyrroline-5-carboxylate reductase
RBS		440074	440079	11	
gene	STM0387	440205	440660	0	
CDS	STM0387	440205	440660	0	hypothetical protein
protein_bind	STM0387	440590	440621	0	
protein_bind		440664	440686	0	
-35_signal		440686	440694	0	
protein_bind		440738	440760	0	
protein_bind		440764	440792	0	
RBS	STM0388	440828	440833	0	
CDS	STM0388	440845	441390	0	shikimate kinase
RBS	STM0389	441406	441411	0	
CDS	STM0389	441417	441608	0	cytoplasmic protein
RBS	STM0390	441845	441850	0	
CDS	STM0390	441859	442536	0	aro operon protein
RBS	STM0391	442594	442599	0	
CDS	STM0391	442607	442891	0	hypothetical protein
gene	STM0392	442929	443840	11	
CDS	STM0392	442929	443840	11	Required for efficient pilin antigenic variationrecombination associated protein
RBS		443847	443852	11	
gene	STM0393	443966	444874	0	
CDS	STM0393	443966	444874	0	catalyzes phosphorylation of fructose; cytosolicenzymefructokinase
gene	STM0394	444896	446068	11	
CDS	STM0394	444896	446068	11	member of the major facilitator superfamily (MFS)of transporters; unknown function; may be associated withMFS family arabinose polymer transporter
protein_bind		446054	446074	11	
RBS		446071	446076	11	
-35_signal		446116	446124	11	
protein_bind		446221	446232	11	
gene	STM0395	446241	449381	11	
CDS	STM0395	446241	449381	11	with SbcD cleaves DNA hairpin structures; also has5' single-strand endonuclease activityATP-dependent dsDNA exonuclease
gene	STM0396	449378	450580	11	
CDS	STM0396	449378	450580	11	with SbcC cleaves DNA hairpin structure, also has5' single-strand endonuclease activityATP-dependent dsDNA exonuclease
RBS	STM0396	449390	449395	11	
RBS		450586	450591	11	
protein_bind		450724	450742	0	
-10_signal		450749	450757	0	
gene	STM0397	450795	451484	0	
CDS	STM0397	450795	451484	0	two component response regulator for the phosphateregulon; PhoR phosphorylates PhoBresponse regulato PhoB
RBS	STM0398	451539	451544	0	
CDS	STM0398	451554	452849	0	membrane-associated histidine protein kinase thatphosphorylates phoB in response to environmental signalssensory kinase PhoR
RBS	STM0399	453242	453247	0	
CDS	STM0399	453258	454577	0	branched-chain amino acid transport system IIcarrier protein (SW:BRNQ_SALTY); LIVCS family; LIV-IIbranched-chain amino acid transport system 2carrier protein
RBS	STM0400	454643	454648	0	
CDS	STM0400	454652	456022	0	cryptic permease that may be involved in thetransport of proline across the inner membrane; inproline-specific permease
RBS	STM0401	456171	456176	0	
CDS	STM0401	456184	458001	0	maltodextrin glucosidase
gene	STM0402	458073	458675	11	
CDS	STM0402	458073	458675	11	thiol-alkyl hydroperoxide reductase
RBS	STM0403	458678	458683	11	
CDS	STM0403	458885	459466	11	Converts holo-ACP to apo-ACP by hydrolytic cleavageof the phosphopantetheine prosthetic group from ACPacyl carrier protein phosphodiesterase
RBS	STM0404	459472	459477	11	
CDS	STM0404	459560	460624	0	Synthesizes oQ from preQ1 in a singleS-adenosylmethionine-requiring stepS-adenosylmethionine--tRNAribosyltransferase-isomerase
RBS	STM0405	460810	460815	0	
CDS	STM0405	460821	461948	0	Exchanges the guanine residue with7-aminomethyl-7-deazaguanine in tRNAs with GU(N)queuine tRNA-ribosyltransferase
RBS	STM0406	461959	461964	0	
CDS	STM0406	461971	462303	0	member of preprotein translocase; forms aheterotrimer with SecD and SecF; links thepreprotein translocase membrane subunit
RBS	STM0407	462319	462324	0	
CDS	STM0407	462331	464178	0	part of the preprotein secretory system; whencomplexed with proteins SecF and YajC, SecDFyajCpreprotein translocase subunit SecD
RBS	STM0408	464177	464182	0	
CDS	STM0408	464189	465160	0	forms a complex with SecD and YajC; SecDFyajCstimulates the proton motive force-driven proteinpreprotein translocase subunit SecF
RBS	STM0409	465300	465305	0	
CDS	STM0409	465308	465673	0	hypothetical protein
gene	STM0410	465699	466391	0	
CDS	STM0410	465699	466391	0	regulatory protein
RBS	STM0411	466545	466550	0	
CDS	STM0411	466561	466908	0	hypothetical 12.6 kDa protein in secF-tsxintergenic region (SW:YAJD_SALTY)hypothetical protein
gene	STM0412	467085	467482	11	
gene	STM0413	467537	468400	11	
CDS	STM0413	467537	468400	11	nucleoside-specific channel-forming protein TSX(SW:TSX_SALTY); receptor of phage T6 and colicin Knucleoside-specific channel-forming protein
RBS		468406	468411	11	
protein_bind		468500	468542	11	
-10_signal		468514	468522	11	
protein_bind		468540	468560	11	
protein_bind		468552	468570	11	
protein_bind		468658	468700	11	
gene	STM0414	468700	469239	11	
CDS	STM0414	468700	469239	11	outer membrane lipoprotein
RBS		469249	469254	11	
gene	STM0415	469391	469840	0	
CDS	STM0415	469391	469840	0	transcriptional repressor NrdR
RBS	STM0415	469832	469837	0	
gene	STM0416	469844	470947	0	
CDS	STM0416	469844	470947	0	riboflavin biosynthesis protein which catalyzes thedeamination and reduction steps in the riboflavinbifunctionaldiaminohydroxyphosphoribosylaminopyrimidine
RBS	STM0417	471022	471027	0	
CDS	STM0417	471036	471506	0	RibE; 6,7-diimethyl-8-ribityllumazine synthase;DMRL synthase; lumazine synthase; beta subunit of6,7-dimethyl-8-ribityllumazine synthase
RBS	STM0418	471515	471520	0	
CDS	STM0418	471527	471946	0	Regulates rRNA biosynthesis by transcriptionalantiterminationtranscription antitermination protein NusB
RBS	STM0419	472013	472018	0	
CDS	STM0419	472025	473002	0	catalyzes the formation of thiamine diphosphatefrom thiamine phosphate ant ATPthiamine monophosphate kinase
RBS	STM0419	472969	472974	0	
gene	STM0420	472980	473495	0	
CDS	STM0420	472980	473495	0	hydrolyzes phosphatidylglycerophosphate to producephosphatidylglycerol and phosphatephosphatidylglycerophosphatase A
gene	STM0421	473599	474573	11	
CDS	STM0421	473599	474573	11	2-carboxybenzaldehyde reductase
RBS	STM0422	474581	474586	11	
CDS	STM0422	474630	476492	11	catalyzes the formation of 1-deoxy-D-xylulose5-phosphate from pyruvate and D-glyceraldehyde1-deoxy-D-xylulose-5-phosphate synthase
gene	STM0423	476516	477415	11	
CDS	STM0423	476516	477415	11	geranyltranstransferase
gene	STM0424	477416	477658	11	
CDS	STM0424	477416	477658	11	catalyzes the bidirectional exonucleolytic cleavageof DNAexodeoxyribonuclease VII small subunit
RBS	STM0424	477425	477430	11	
RBS	STM0425	477673	477678	11	
CDS	STM0425	477868	479316	0	Thiamine biosynthesis protein ThiI; Required forthe synthesis of the thiazole moietytRNA sulfurtransferase
gene	STM0426	479360	480157	11	
CDS	STM0426	479360	480157	11	probable membrane component of2-aminoethylphosphonate transporter PhnV2-aminoethylphosphonate ABC transporter permeasePhnV
RBS	STM0427	480159	480164	11	
CDS	STM0427	480160	481020	11	probable membrane component of2-aminoethylphosphonate transporter PhnU2-aminoethylphosphonate ABC transporter permeasePhnU
RBS	STM0428	481021	481026	11	
CDS	STM0428	481023	482132	11	probable ATPase component of2-aminoethylphosphonate transporter PhnT2-aminoethylphosphonate ABC transporterATP-binding protein PhnT
gene	STM0429	482138	483151	11	
CDS	STM0429	482138	483151	11	probable periplasmic binding-protein ofthe2-aminoethylphosphonate transporter phnS2-aminoethylphosphonate ABC transportersubstrate-binding protein PhnS
RBS	STM0430	483151	483156	11	
CDS	STM0430	483349	484068	11	probable repressor protein of GntR family PhnR2-aminoethylphosphonate degradation operontranscriptional regulator
RBS		484079	484084	11	
gene	STM0431	484208	485311	0	
CDS	STM0431	484208	485311	0	catalyzes the formation of phosphonoacetaldehydefrom 2-aminoethylphosphonate and pyruvate2-aminoethylphosphonate--pyruvate transaminase
RBS	STM0432	485311	485316	0	
CDS	STM0432	485318	486130	0	catalyzes the degradation of phosphonoacetaldehydeto acetaldehyde and phosphatephosphonoacetaldehyde hydrolase
gene	STM0433	486227	486817	11	
CDS	STM0433	486227	486817	11	oxidative-stress-resistance chaperone
gene	STM0434	486780	487691	11	
CDS	STM0434	486780	487691	11	ketopantoate reductase; catalyzes the NADPHreduction of ketopantoate to pantoate; functions in2-dehydropantoate 2-reductase
RBS	STM0434	486825	486830	11	
RBS	STM0435	487697	487702	11	
CDS	STM0435	487817	488308	0	the YajQ protein from Pseudomonas synringae appearsto play a role in activation of bateriophage phi6 segmentphage host factor
gene	STM0436	488355	489719	11	
CDS	STM0436	488355	489719	11	MFS family transporter
RBS	STM0437	490249	490254	0	
CDS	STM0437	490256	491767	0	periplasmic protein
RBS	STM0438	491985	491990	0	
CDS	STM0438	491989	493272	0	TPR repeathypothetical protein
gene	STM0439	493354	494244	11	
CDS	STM0439	493354	494244	11	converts protoheme IX and farnesyl diphosphate toheme Oprotoheme IX farnesyltransferase
RBS	STM0440	494248	494253	11	
CDS	STM0440	494256	494585	11	cytochrome o ubiquinol oxidase subunit IV
gene	STM0441	494585	495199	11	
CDS	STM0441	494585	495199	11	cytochrome o ubiquinol oxidase subunit III
RBS	STM0441	494594	494599	11	
gene	STM0442	495189	497180	11	
CDS	STM0442	495189	497180	11	cytochrome o ubiquinol oxidase subunit I
RBS	STM0442	495206	495211	11	
RBS	STM0443	497187	497192	11	
CDS	STM0443	497191	498147	11	cytochrome o ubiquinol oxidase subunit II
RBS		498161	498166	11	
-35_signal		498220	498228	11	
gene	STM0444	498600	500075	11	
CDS	STM0444	498600	500075	11	in Escherichia coli this protein is a permeaseinvolved in peptidoglycan recycling; member of majorMFS family muropeptide transporter
RBS	STM0445	500088	500093	11	
CDS	STM0445	500119	500697	11	lipoprotein
RBS		500754	500759	11	
gene	STM0446	501001	501318	0	
CDS	STM0446	501001	501318	0	positive transcriptional regulator of morphogeneticpathway; controlling several genes involved in oxidativetranscriptional regulator BolA
RBS	STM0447	501654	501659	0	
CDS	STM0447	501665	502963	0	Tig; RopA; peptidyl-prolyl cis/trans isomerase;promotes folding of newly synthesized proteins; bindstrigger factor
RBS	STM0448	503198	503203	0	
CDS	STM0448	503210	503833	0	hydrolyzes proteins to small peptides; with theATPase subunits ClpA or ClpX, ClpP degrades specificATP-dependent Clp protease proteolytic subunit
RBS	STM0449	504072	504077	0	
CDS	STM0449	504085	505356	0	binds and unfolds substrates as part of the ClpXPproteaseATP-dependent protease ATP-binding subunit ClpX
RBS	STM0450	505531	505536	0	
CDS	STM0450	505542	507896	0	Lon protease
-35_signal		508057	508065	0	
RBS	STM0451	508092	508097	0	
CDS	STM0451	508105	508377	0	histone-like DNA-binding proteintranscriptional regulator HU subunit beta
RBS	STM0452	508650	508655	0	
CDS	STM0452	508668	510539	0	peptidyl-prolyl cis-trans isomerase
RBS	STM0453	510674	510679	0	
CDS	STM0453	510688	511062	0	DNA uptake protein
RBS	STM0454	511152	511157	0	
CDS	STM0454	511166	511564	0	esterase
gene	STM0455	511670	512365	11	
CDS	STM0455	511670	512365	11	YbaX; catalyzes the transformation of GTP to7-cyano-7-deazaguanine (preQ0), as one of the early7-cyano-7-deazaguanine synthase
RBS	STM0456	512370	512375	11	
CDS	STM0456	512430	514130	11	ABC transporter substrate-binding protein
RBS		514135	514140	11	
gene	STM0457	514231	515049	0	
CDS	STM0457	514231	515049	0	HMP-PP phosphatase
gene	STM0458	515099	516154	11	
CDS	STM0458	515099	516154	11	cysteine synthase/cystathionine beta-synthase
RBS		516154	516159	11	
gene	STM0459	516267	516725	0	
CDS	STM0459	516267	516725	0	AsnC family transcriptional regulator
RBS	STM0460	516753	516758	0	
CDS	STM0460	516766	518538	0	multidrug ABC transporter permease/ATP-bindingprotein
RBS	STM0460	518518	518523	0	
gene	STM0461	518531	520312	0	
CDS	STM0461	518531	520312	0	multidrud ABC transporter permease/ATP-bindingprotein
RBS	STM0462	520512	520517	0	
CDS	STM0462	520524	520862	0	indirectly regulates nitrogen metabolism; at highnitrogen levels P-II 2 prevents the phosphorylation ofnitrogen regulatory protein P-II 2
RBS	STM0463	520880	520885	0	
CDS	STM0463	520894	522180	0	Amt family ammonium transporter
gene	STM0464	522280	523140	11	
CDS	STM0464	522280	523140	11	acyl-CoA thioesterase II
RBS		523148	523153	11	
gene	STM0465	523355	523924	0	
CDS	STM0465	523355	523924	0	outer membrane lipoprotein
gene	STM0466	523957	524346	11	
CDS	STM0466	523957	524346	11	methyltransferase
RBS	STM0467	524351	524356	11	
misc_RNA	STM0467	524424	524539	0	4.5S ribosomal RNARNA component of signal recognition particle;processed at 5' end by RNaseP
gene	STM0468	524577	526127	11	
CDS	STM0468	524577	526127	11	diguanylate cyclase/phosphodiesterase domain 2diguanylate cyclase/phosphodiesterasedomain-containing protein
RBS		526134	526139	11	
gene	STM0469	526352	526612	0	
CDS	STM0469	526352	526612	0	RpmE2; there appears to be two types of ribosomalproteins L31 in bacterial genomes; some contain a CxxC50S ribosomal protein L31
RBS	STM0470	526613	526618	0	
CDS	STM0470	526618	526758	0	50S ribosomal protein L36
gene	STM0471	526814	527284	11	
CDS	STM0471	526814	527284	11	inner membrane protein
RBS	STM0472	527289	527294	11	
CDS	STM0472	527401	527952	11	maltose O-acetyltransferase
RBS	STM0473	527961	527966	11	
CDS	STM0473	528131	528349	11	with Hns involved in transcriptional regulation ofhemolysin; non-specific DNA-binding protein which affectshemolysin expression-modulating protein
RBS	STM0474	528356	528361	11	
CDS	STM0474	528377	528751	11	cytoplasmic protein
RBS	STM0475	528759	528764	11	
CDS	STM0475	529247	532396	11	RND family acridine efflux pump
RBS	STM0476	532407	532412	11	
CDS	STM0476	532419	533612	11	acridine efflux pump
RBS	STM0477	533618	533623	11	
CDS	STM0477	533754	534407	0	regulates the acrAB operon which is involved insusceptibility to dephalothin and cephaloridineAcrAB operon transcriptional repressor
gene	STM0478	534526	537888	0	
CDS	STM0478	534526	537888	0	small mechanosensitive ion channel (MscS) thatopens in response to stretch forces in the membrane lipidsmall-conductance mechanosensitive channel
gene	STM0479	537930	538865	11	
CDS	STM0479	537930	538865	11	transposase
RBS	STM0480	538866	538871	11	
CDS	STM0480	538935	539102	11	inner membrane protein
RBS	STM0481	539108	539113	11	
CDS	STM0481	539116	539631	11	PriC; protein involved in DNA replication; part ofthe primosome, a protein complex required to restartprimosomal replication protein N''
gene	STM0482	539712	540089	0	
CDS	STM0482	539712	540089	0	phage protein
RBS	STM0483	540229	540234	0	
CDS	STM0483	540242	540793	0	catalyzes a salvage reaction resulting in theformation of AMP which is metabolically less costly than aadenine phosphoribosyltransferase
gene	STM0484	540907	542835	0	
CDS	STM0484	540907	542835	0	catalyzes the DNA-template-directed extension ofthe 3'-end of a DNA strand; the tau chain serves as aDNA polymerase III subunits gamma and tau
RBS	STM0485	542871	542876	0	
CDS	STM0485	542881	543210	0	nucleoid-associated protein
RBS	STM0485	543196	543201	0	
gene	STM0486	543210	543815	0	
CDS	STM0486	543210	543815	0	involved in a recombinational process of DNArepair, independent of the recBC complexrecombination protein RecR
gene	STM0487	543926	545800	0	
CDS	STM0487	543926	545800	0	heat shock protein 90chaperone protein HtpG
RBS	STM0488	546026	546031	0	
CDS	STM0488	546041	546685	0	essential enzyme that recycles AMP in active cells;converts ATP and AMP to two molecules of ADPadenylate kinase
RBS	STM0489	546905	546910	0	
CDS	STM0489	546914	547876	0	protoheme ferro-lyase; catalyzes the insertion of aferrous ion into protoporphyrin IX to form protoheme;ferrochelatase
gene	STM0490	547873	548844	11	
CDS	STM0490	547873	548844	11	acetyl esterase
RBS	STM0491	548851	548856	11	
CDS	STM0491	548997	550301	0	inosine-guanosine kinase
gene	STM0492	550350	552026	11	
CDS	STM0492	550350	552026	11	YbaL; member of the CPA-2 family of antiporters;uncharacterized proteinCPA2 family transport protein
RBS	STM0493	552032	552037	11	
CDS	STM0493	552241	553461	11	MFS family transporter
RBS	STM0494	553621	553626	0	
CDS	STM0494	553634	555286	0	cryptic in Salmonella enterica str. LT2 due to thechange from a serine to a tyrosine at position 139 whichsilent protein UshA
gene	STM0495	555403	555882	11	
CDS	STM0495	555403	555882	11	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase
RBS	STM0496	555887	555892	11	
CDS	STM0496	556084	556878	11	cytoplasmic protein
RBS	STM0497	556885	556890	11	
CDS	STM0497	556964	557791	11	periplasmic protein
RBS	STM0498	557792	557797	11	
CDS	STM0498	557945	560446	11	copper-exporting P-type ATPase A
RBS		560455	560460	11	
gene	STM0499	560556	560972	0	
CDS	STM0499	560556	560972	0	activator of copper-responsive regulon genesHTH-type transcriptional regulator CueR
gene	STM0500	560973	561425	11	
CDS	STM0500	560973	561425	11	implicated in regulation of membrane proteaseactivityhypothetical protein
gene	STM0501	561422	562339	11	
CDS	STM0501	561422	562339	11	inner membrane protein
RBS	STM0501	561432	561437	11	
RBS		562348	562353	11	
gene	STM0502	562486	563163	0	
CDS	STM0502	562486	563163	0	ABC transporter ATP-binding protein
RBS	STM0502	563137	563142	0	
gene	STM0503	563150	563929	0	
CDS	STM0503	563150	563929	0	ABC transporter permease
gene	STM0504	564015	564869	11	
CDS	STM0504	564015	564869	11	thioredoxin protein
gene	STM0505	564929	565699	11	
CDS	STM0505	564929	565699	11	oxidoreductase
RBS	STM0506	565705	565710	11	
CDS	STM0506	565854	566468	11	multifunctional acyl-CoA thioesterase I/proteaseI/lysophospholipase L1
RBS	STM0507	566427	566432	0	
CDS	STM0507	566439	567125	0	ABC transporter ATP-binding protein
RBS	STM0507	566480	566485	11	
gene	STM0508	567122	569536	0	
CDS	STM0508	567122	569536	0	inner membrane protein
RBS	STM0509	569715	569720	0	
CDS	STM0509	569722	570855	0	outer membrane protein
RBS	STM0510	571106	571111	0	
CDS	STM0510	571112	571942	0	Maybe involved in iron-transport and virulence inSalmonella enteriditis, PMID:10447888; expression ofABC transporter substrate-binding protein
RBS	STM0511	571972	571977	0	
CDS	STM0511	571979	572995	0	May be involved in virulence, expression of sfbABCis increased in epithelial cells during infection inABC transporter ATPase
RBS	STM0511	572981	572986	0	
gene	STM0512	572988	573647	0	
CDS	STM0512	572988	573647	0	May be involved in virulence; expression of sfbABCis increased in epithelial cells during infection inABC transporter permease
gene	STM0513	573686	574780	11	
CDS	STM0513	573686	574780	11	catalyzes the selenophosphate-dependent transfer ofselenium from selenophosphate for conversion oftRNA 2-selenouridine synthase
RBS	STM0514	574793	574798	11	
CDS	STM0514	574850	575776	11	activator of the allDC-ylbA operon involved inallantoin utilizationHTH-type transcriptional activator AllS
RBS		575787	575792	11	
gene	STM0515	576003	576485	0	
CDS	STM0515	576003	576485	0	catalyzes the formation of glyoxylate from(S)-ureidoglycolateureidoglycolate lyase
RBS	STM0516	576547	576552	0	
CDS	STM0516	576564	577382	0	regulates operons involved in the utilization ofallantoinHTH-type transcriptional repressor AllR
RBS	STM0517	577453	577458	0	
CDS	STM0517	577467	579248	0	catalyzes the formation of2-hydroxy-3-oxopropanoate (tartronate semialdehyde) fromglyoxylate carboligase
RBS	STM0518	579251	579256	0	
CDS	STM0518	579261	580037	0	hydroxypyruvate isomerase
RBS	STM0519	580128	580133	0	
CDS	STM0519	580138	581016	0	tartronic semialdehyde reductase
RBS	STM0520	581076	581081	0	
CDS	STM0520	581082	582329	0	permease
gene	STM0521	582405	582659	0	
CDS	STM0521	582405	582659	0	cytoplasmic protein
gene	STM0522	582566	583879	0	
CDS	STM0522	582566	583879	0	allantoin permease
RBS	STM0523	583946	583951	0	
CDS	STM0523	583958	585319	0	Plays a crucial role on both purine and pyrimidinemetabolismallantoinase
RBS	STM0524	585367	585372	0	
CDS	STM0524	585378	586676	0	uraxil/xanthine transporter
RBS	STM0525	586688	586693	0	
CDS	STM0525	586699	587847	0	glycerate kinase
gene	STM0526	587927	588712	11	
CDS	STM0526	587927	588712	11	hypothetical protein
RBS	STM0527	588719	588724	11	
CDS	STM0527	588723	589958	11	allantoate amidohydrolase and N-carbamoyl-L-aminoacid amidohydrolase are very similar; the allantoateallantoate amidohydrolase
RBS	STM0528	589965	589970	11	
CDS	STM0528	589980	591029	11	ureidoglycolate dehydrogenase
RBS		591035	591040	11	
gene	STM0529	591360	593024	0	
CDS	STM0529	591360	593024	0	multicopy suppressor of dominant negative ftsHmutationsacyl-CoA synthetase
RBS	STM0530	593023	593028	0	
CDS	STM0530	593034	594293	0	cytoplasmic protein
gene	STM0531	594305	595114	0	
CDS	STM0531	594305	595114	0	cytoplasmic protein
RBS	STM0531	595107	595112	0	
gene	STM0532	595118	596011	0	
CDS	STM0532	595118	596011	0	forms a homodimer; may be used to synthesizecarbomyl phosphate from ATP and carbamatecarbamate kinase
gene	STM0533	596052	597119	11	
CDS	STM0533	596052	597119	11	catalyzes the conversion of aminoimidazoleribonucleotide to carboxyaminoimidazole ribonucleotideN5-carboxyaminoimidazole ribonucleotidesynthase
gene	STM0534	597116	597625	11	
CDS	STM0534	597116	597625	11	catalyzes the interconversion ofN5-carboxyaminoimidazole ribonucleotide andN5-carboxyaminoimidazole ribonucleotide mutase
RBS	STM0534	597126	597131	11	
RBS		597637	597642	11	
protein_bind		597694	597710	11	
-35_signal	STM0535	597706	597714	11	
CDS	STM0535	597743	598465	11	catalyzes the formation of 2,3=diacylglucosamine1-phosphate from UDP-2,3=diacylglucosamineUDP-2,3-diacylglucosamine hydrolase
gene	STM0536	598468	598962	11	
CDS	STM0536	598468	598962	11	peptidyl-prolyl cis-trans isomerase
RBS		598969	598974	11	
gene	STM0537	599135	600520	0	
CDS	STM0537	599135	600520	0	catalyzes a two-step reaction; charges a cysteineby linking its carboxyl group to the alpha-phosphate ofcysteine--tRNA ligase
gene	STM0538	600564	601388	11	
CDS	STM0538	600564	601388	11	outer membrane protein
gene	STM0539	601385	601822	11	
CDS	STM0539	601385	601822	11	inner membrane protein
RBS	STM0539	601387	601392	11	
gene	STM0540	601815	602360	11	
CDS	STM0540	601815	602360	11	membrane-bound metal-dependent hydrolase
RBS	STM0540	601824	601829	11	
gene	STM0541	602488	602700	11	
CDS	STM0541	602488	602700	11	cytoplasmic protein
gene	STM0542	602702	603568	11	
CDS	STM0542	602702	603568	11	catalyzes the formation of5,10-methenyltetrahydrofolate frombifunctional 5,10-methylene-tetrahydrofolatedehydrogenase/ 5,10-methylene-tetrahydrofolate
RBS	STM0542	602707	602712	11	
RBS		603580	603585	11	
gene	STM0543	604115	604672	0	
CDS	STM0543	604115	604672	0	type-1 fimbrial protein; A chain precursor; type-1Apilin (SW:FM1A_SALTY); major type 1 subunittype-1 fimbrial protein subunit A
RBS	STM0544	604744	604749	0	
CDS	STM0544	604748	605281	0	fimbrin-like protein FimI
RBS	STM0545	605310	605315	0	
CDS	STM0545	605325	606017	0	chaperone protein FimC
RBS	STM0546	606036	606041	0	
CDS	STM0546	606048	608660	0	outer membrane usher protein FimD (SW:FIMD_SALTY)outer membrane usher protein FimD
RBS	STM0547	608661	608666	0	
CDS	STM0547	608675	609682	0	in Salmonella typhimurium str. LB5010 FimH isnecessary for fimbrial adhesion and involved in the uptakefimbrial adhesin FimH
RBS	STM0548	609681	609686	0	
CDS	STM0548	609692	610210	0	fimbrial-like protein FimF (SW:FIMF_SALTY)fimbrial-like protein FimF
gene	STM0549	610256	610888	11	
CDS	STM0549	610256	610888	11	activates the production of the major fimbraeprotein FimAtranscriptional regulator FimZ
RBS	STM0550	610896	610901	11	
CDS	STM0550	611492	612214	11	in Salmonella typhimurium strs. LB5010 and SL1344FimY is involved in the regulation of the fimbrialfimbrial regulatory protein FimY
RBS	STM0551	612215	612220	11	
CDS	STM0551	612233	612544	11	diguanylate cyclase/phosphodiesterase domain 0diguanylate cyclase/phosphodiesterasedomain-containing protein
RBS	STM0552	612547	612552	11	
CDS	STM0552	612706	613302	11	in Salmonella typhimurium strs. LB5010 and SL1344FimY is involved in the regulation of the fimbrialfimbrial regulatory protein FimW
RBS	STM0553	613303	613308	11	
tRNA	STM0553	613558	613634	0	tRNA-Arg
gene	STM0554	613593	613781	11	
CDS	STM0554	613593	613781	11	integrase
gene	STM0555	613750	614417	11	pseudogene; frameshift relative to Escherichia coliIS3 transposase (GB:AAC75150.1)
RBS	STM0555	613789	613794	11	
RBS	STM0557	614419	614424	11	
CDS	STM0557	614804	616456	11	inner membrane protein
gene	STM0558	616437	617363	11	
CDS	STM0558	616437	617363	11	glycosyltransferase
gene	STM0559	617360	617722	11	
CDS	STM0559	617360	617722	11	bactoprenol-linked glucose translocase
RBS	STM0559	617370	617375	11	
gene	STM05559	617984	618056	0	
tRNA	STM05559	617984	618056	0	tRNA-OTHERtRNA-pseudo
gene	STM0560	618145	618390	11	pseudogene; in-frame stop following codon 56
gene	STM0561	618590	618919	11	
CDS	STM0561	618590	618919	11	sensor histidine kinase
RBS		618919	618924	11	
gene	STM0563	619258	620112	11	
