type	locus	start	end	orientation	annot
gene	STM2740	2879247	2879414	0	
CDS	STM2740	2879247	2879414	0	hypothetical protein
RBS	STM2741	2879457	2879462	0	
CDS	STM2741	2879461	2880054	0	periplasmic protein
gene	STM2742	2880444	2881637	0	
CDS	STM2742	2880444	2881637	0	cytoplasmic protein
gene	STM2743	2881972	2882799	11	
CDS	STM2743	2881972	2882799	11	cytoplasmic protein
RBS	STM2744	2883243	2883248	0	
CDS	STM2744	2883250	2883465	0	cytoplasmic protein
gene	STM2745	2883501	2885570	0	
CDS	STM2745	2883501	2885570	0	inner membrane protein
RBS	STM2746	2886069	2886074	0	
CDS	STM2746	2886073	2887356	0	excinucleaseATPase
RBS	STM2747	2887395	2887400	0	
CDS	STM2747	2887401	2888219	0	cytoplasmic protein
gene	STM2748	2888373	2888729	11	
CDS	STM2748	2888373	2888729	11	transcriptional regulator
RBS		2888729	2888734	11	
gene	STM2749	2888824	2889108	0	
CDS	STM2749	2888824	2889108	0	cytoplasmic protein
RBS	STM2750	2889213	2889218	0	
CDS	STM2750	2889221	2889742	0	PTS system glucitol/sorbitol-specifictransporter subunit IIC
RBS	STM2750	2889732	2889737	0	
gene	STM2751	2889739	2890113	0	
CDS	STM2751	2889739	2890113	0	PTS system glucitol/sorbitol-specifictransporter subunit IIA
RBS	STM2751	2890102	2890107	0	
gene	STM2752	2890110	2891090	0	
CDS	STM2752	2890110	2891090	0	PTS system glucitol/sorbitol-specifictransporter subunit IIB
RBS	STM2753	2891094	2891099	0	
CDS	STM2753	2891101	2892114	0	dehydrogenase
gene	STM2754	2892409	2893611	0	
CDS	STM2754	2892409	2893611	0	hypothetical protein
gene	STM2755	2893685	2894320	11	
CDS	STM2755	2893685	2894320	11	hexulose 6 phosphate synthase
RBS	STM2756	2894322	2894327	11	
CDS	STM2756	2894344	2894907	11	sugar phosphate aminotransferase
gene	STM2757	2894907	2895749	11	
CDS	STM2757	2894907	2895749	11	cytoplasmic protein
RBS	STM2757	2894910	2894915	11	
RBS	STM2758	2895751	2895756	11	
CDS	STM2758	2895879	2897420	11	PTS system transporter subunit IIBC
RBS		2897423	2897428	11	
gene	STM2759	2897643	2899322	0	
CDS	STM2759	2897643	2899322	0	dipeptide/oligopeptide/nickel ABC-type ABCtransporter substrate-binding protein
RBS	STM2760	2900431	2900436	0	
CDS	STM2760	2900439	2901314	0	integrase
gene	STM2761	2901480	2903354	0	
CDS	STM2761	2901480	2903354	0	inner membrane protein
gene	STM2762	2903614	2904897	11	
CDS	STM2762	2903614	2904897	11	inner membrane protein
gene	STM2763	2905445	2906345	0	
RBS	STM2763	2905469	2905474	0	
gene	STM2764	2906221	2906919	11	
misc_feature	STM2764	2906221	2906919	11	integrase
gene	STM2765	2907066	2907332	11	
CDS	STM2765	2907066	2907332	11	transposase
RBS	STM2766	2907334	2907339	11	
CDS	STM2766	2907785	2908423	11	cytoplasmic protein
gene	STM2767	2908420	2910402	11	
CDS	STM2767	2908420	2910402	11	superfamily IDNA/RNA helicase
RBS	STM2767	2908425	2908430	11	
RBS		2910404	2910409	11	
gene	STM2768	2910681	2910980	0	
CDS	STM2768	2910681	2910980	0	transposase
RBS	STM2768	2910963	2910968	0	
gene	STM2769	2910977	2911843	0	
CDS	STM2769	2910977	2911843	0	transposase
gene	STM2770	2912623	2913162	11	
CDS	STM2770	2912623	2913162	11	repressor of fliC (SW:FLJA_SALTY); flagellarsynthesisphase-1 flagellin repressor
gene	STM2771	2913230	2914750	11	
CDS	STM2771	2913230	2914750	11	structural flagella protein; individual Salmonellaserotypes usually alternate between the production of 2phase 2 flagellin
RBS		2914752	2914757	11	
gene	STM2772	2914842	2915414	0	
CDS	STM2772	2914842	2915414	0	DNA-invertase hin (SW:HIN_SALTY); regulation offlagellar gene expression by site-specific H inversion ofDNA-invertase Hin
RBS	STM2773	2916370	2916375	0	
CDS	STM2773	2916377	2917492	0	related to UDP-glucuronosyltransferaseglycosyl transferase
RBS	STM2774	2917566	2917571	0	
CDS	STM2774	2917573	2921226	0	ABC transporter ATP-binding protein
RBS	STM2775	2921330	2921335	0	
CDS	STM2775	2921336	2922580	0	enterochelin esterase-like protein
RBS	STM2776	2922605	2922610	0	
CDS	STM2776	2922612	2923547	0	alpha/beta superfamilyalpha/beta superfamily hydrolase
gene	STM2777	2923589	2925763	11	
CDS	STM2777	2923589	2925763	11	Fep; Cbt; Cbr; FeuB; FepA; PfeA; IroN; BfeA; outermembrane receptor of ferric enterobactin and colicins Biron-enterobactin outer membrane transporterFepA
RBS	STM2778	2925769	2925774	11	pseudogene; frameshift
gene	STM2780	2926802	2927854	11	
CDS	STM2780	2926802	2927854	11	secreted effector protein PipB2
RBS	STM2781	2927854	2927859	11	
CDS	STM2781	2928373	2929302	0	VirK-like protein
RBS	STM2782	2929587	2929592	0	
CDS	STM2782	2929595	2930491	0	transcriptional activator
gene	STM2783	2931213	2932226	11	
CDS	STM2783	2931213	2932226	11	nickel transporter
RBS	STM2784	2932228	2932233	11	
CDS	STM2784	2932359	2933774	11	tricarboxylic transport regulatory protein
gene	STM2785	2933761	2934435	11	
CDS	STM2785	2933761	2934435	11	transcriptional regulatory protein TctD(SW:TCTD_SALTY); tricarboxylic transporttranscriptional regulator TctD
RBS	STM2785	2933776	2933781	11	
RBS		2934437	2934442	11	
gene	STM2786	2934590	2935567	0	
CDS	STM2786	2934590	2935567	0	tricarboxylic transport protein
RBS	STM2787	2935573	2935578	0	
CDS	STM2787	2935582	2936013	0	tricarboxylic transport
RBS	STM2788	2936018	2936023	0	
CDS	STM2788	2936024	2937538	0	tricarboxylic transport protein
RBS	STM2789	2937825	2937830	0	
CDS	STM2789	2937841	2938818	0	in Escherichia coli this gene is induced by carbonstarvation and depends on sigma S and cAMP-CRP; thecarbon starvation protein CsiD
RBS	STM2790	2938830	2938835	0	
CDS	STM2790	2938844	2940112	0	catalyzed the formation of 2-ketoglutarate from2-hydroxyglutaratehydroxyglutarate oxidase
RBS	STM2791	2940122	2940127	0	
CDS	STM2791	2940134	2941582	0	catalyzes the formation of succinate from succinatesemialdehyde; NADP dependentsuccinate-semialdehyde dehydrogenase I
RBS	STM2792	2941583	2941588	0	
CDS	STM2792	2941597	2942880	0	catalyzes the formation of succinate semialdehydeand glutamate from 4-aminobutanoate and 2-oxoglutarate4-aminobutyrate aminotransferase
RBS	STM2793	2942999	2943004	0	
CDS	STM2793	2943010	2944410	0	RpoS dependent gamma-aminobutyrate transportprotein
RBS	STM2794	2944440	2944445	0	
CDS	STM2794	2944452	2945129	0	regulator of gab gene expressionGntR family transcriptional repressor
gene	STM2795	2945151	2945600	11	
CDS	STM2795	2945151	2945600	11	LysM domainLysM domain/BON superfamily protein
RBS	STM2796	2945604	2945609	11	
CDS	STM2796	2945700	2945858	11	YqaE familytransporter
RBS	STM2797	2945864	2945869	11	
CDS	STM2797	2946041	2946340	0	ArsR familyArsR family regulatory protein
RBS	STM2798	2946339	2946344	0	
CDS	STM2798	2946350	2946877	0	rhodanese-like sulfurtransferase
gene	STM05615	2946956	2947135	0	
CDS	STM05615	2946956	2947135	0	hypothetical protein
gene	STM2799	2947225	2947626	11	
CDS	STM2799	2947225	2947626	11	DNA-binding protein STPA (SW:STPA_SALTY); haschaperone activityDNA binding protein StpA
RBS		2947636	2947641	11	
-10_signal		2947739	2947747	11	
RBS	STM2800	2948312	2948317	0	
CDS	STM2800	2948325	2948774	0	L-alanine exporter AlaE
gene	STM2801	2948809	2949159	11	
CDS	STM2801	2948809	2949159	11	cytoplasmic protein
RBS	STM2802	2949165	2949170	11	
CDS	STM2802	2949309	2949647	0	inner membrane protein
gene	STM2803	2949731	2951065	11	
CDS	STM2803	2949731	2951065	11	GntR family regulatory protein
RBS		2951065	2951070	11	
gene	STM2804	2951154	2951585	0	
CDS	STM2804	2951154	2951585	0	cytoplasmic protein
gene	STM2804	2951582	2951758	0	
CDS	STM2804	2951582	2951758	0	hypothetical protein
RBS	STM2805	2951842	2951847	0	
CDS	STM2805	2951857	2952102	0	glutaredoxin-like protein NrdH (SW:NRDH_SALTY);hydrogen donorglutaredoxin-like protein
RBS	STM2805	2952088	2952093	0	
gene	STM2806	2952099	2952509	0	
CDS	STM2806	2952099	2952509	0	in Salmonella NrdI has a stimulatory effect on theribonucleotide reductase activity of NrdH with NrdEFribonucleotide reductase stimulatory protein
RBS	STM2806	2952466	2952471	0	
gene	STM2807	2952482	2954626	0	
CDS	STM2807	2952482	2954626	0	Catalyzes the rate-limiting step in dNTP synthesisribonucleotide-diphosphate reductase subunitalpha
RBS	STM2808	2954625	2954630	0	
CDS	STM2808	2954637	2955596	0	B2 or R2 protein; type 1b enzyme; catalyzes therate-limiting step in dNTP synthesis; converts nucleotidesribonucleotide-diphosphate reductase subunitbeta
-35_signal		2955880	2955888	0	
RBS	STM2809	2955933	2955938	0	
CDS	STM2809	2955951	2957153	0	with ProWX is involved in the high-affinity uptakeof glycine betaineglycine betaine ABC transporter ATP-bindingprotein ProV
RBS	STM2809	2957133	2957138	0	
gene	STM2810	2957146	2958210	0	
CDS	STM2810	2957146	2958210	0	with ProVX is involved in the high-affinity uptakeof glycine betaineglycine betaine ABC transporter premease ProW
RBS	STM2811	2958269	2958274	0	
CDS	STM2811	2958280	2959275	0	with ProVW, part of the high-affinity transportsystem for the osmoprotectant glycine betaineglycine betaine ABC transportersubstrate-binding protein ProX
RBS	STM2812	2959427	2959432	0	
CDS	STM2812	2959440	2960624	0	inner membrane protein
-35_signal		2960985	2960993	0	
RBS	STM2813	2961107	2961112	0	
CDS	STM2813	2961121	2961651	0	DNA-binding transcriptional repressor of microcinB17 synthesis and multidrug efflux; negative regulator oftranscriptional repressor
RBS	STM2814	2961766	2961771	0	
CDS	STM2814	2961778	2962950	0	multidrug resistance secretion protein
RBS	STM2815	2962955	2962960	0	
CDS	STM2815	2962967	2964505	0	multidrug transport protein
gene	STM2816	2964554	2965924	11	
CDS	STM2816	2964554	2965924	11	glycoporin
RBS	STM2817	2965924	2965929	11	
CDS	STM2817	2966270	2966785	11	catalyzes the hydrolysis of S-ribosylhomocysteineto homocysteine and autoinducer-2S-ribosylhomocysteine lyase
RBS	STM2818	2966791	2966796	11	
CDS	STM2818	2966935	2968491	11	involved in the first step of glutathionebiosynthesisglutamate--cysteine ligase
RBS	STM2819	2968502	2968507	11	
CDS	STM2819	2968568	2968993	11	inner membrane protein
gene	STM2820	2968990	2969556	11	
CDS	STM2820	2968990	2969556	11	YqaB; catalyzes the dephosphorylation of fructose1-phosphate, 6-phosphogluconate and p-nitrophenylbifunctional fructose-1phosphate/6-phosphogluconate phosphatase
RBS	STM2820	2969005	2969010	11	
RBS	STM2821	2969560	2969565	11	
tRNA	STM2821	2969927	2970003	11	tRNA-Arg
gene	STM2822	2970197	2970273	11	
tRNA	STM2822	2970197	2970273	11	tRNA-Arg
gene	STM2823	2970336	2970412	11	
tRNA	STM2823	2970336	2970412	11	tRNA-Arg
gene	STM2824	2970475	2970551	11	
tRNA	STM2824	2970475	2970551	11	tRNA-Arg
gene	STM2825	2970555	2970647	11	
tRNA	STM2825	2970555	2970647	11	tRNA-Ser
gene	STM2826	2970951	2971136	11	
CDS	STM2826	2970951	2971136	11	affects carbohydrate metabolism; has regulatoryrole in many processescarbon storage regulator
RBS	STM2827	2971143	2971148	11	
CDS	STM2827	2971371	2974001	11	Catalyzes a two-step reaction, first charging analanyl molecule by linking its carboxyl group to thealanine--tRNA ligase
RBS	STM2828	2974006	2974011	11	
CDS	STM2828	2974237	2974737	11	binds RecA and inhibits RecA-mediated DNA strandexchange and ATP hydrolysis and coprotease activitiesrecombination regulator RecX
RBS	STM2829	2974742	2974747	11	
CDS	STM2829	2974854	2975915	11	catalyzes the hydrolysis of ATP in the presence ofsingle-stranded DNA, the ATP-dependent uptake ofrecombinase A
RBS		2975921	2975926	11	
gene	STM2830	2976000	2976497	11	
CDS	STM2830	2976000	2976497	11	NMN amidohydrolase
-10_signal	STM2830	2976001	2976009	11	
-35_signal	STM2830	2976020	2976028	11	
RBS	STM2831	2976501	2976506	11	
CDS	STM2831	2976975	2978054	11	membrane-bound lytic murein transglycosylase B;catalyzes the cleavage of the glycosidic bonds betweenmurein hydrolase B
RBS		2978060	2978065	11	
-10_signal		2978211	2978219	0	
gene	STM2832	2978308	2978871	0	
CDS	STM2832	2978308	2978871	0	PTS system glucitol/sorbitol-specifictransporter subunit IIC
RBS	STM2832	2978855	2978860	0	
gene	STM2833	2978868	2979839	0	
CDS	STM2833	2978868	2979839	0	PTS system glucitol/sorbitol-specifictransporter subunit IICB
RBS	STM2834	2979840	2979845	0	
CDS	STM2834	2979851	2980213	0	phosphoenolpyruvate-dependent sugarphosphotransferase system; catalyzes the phosphorylationPTS system glucitol/sorbitol-specifictransporter subunit IIA
RBS	STM2835	2980212	2980217	0	
CDS	STM2835	2980225	2981004	0	catalyzes the conversion of sorbitol 6-phosphateinto fructose 6-phosphateglucitol/sorbitol-6-phosphate dehydrogenase
RBS	STM2836	2981068	2981073	0	
CDS	STM2836	2981080	2981439	0	regulator for glucitol utilizationDNA-binding transcriptional activator GutM
RBS	STM2837	2981621	2981626	0	
CDS	STM2837	2981637	2982410	0	regulates genes involved in glucitol utilizationDNA-binding transcriptional repressor SrlR
gene	STM2838	2982403	2983368	0	
CDS	STM2838	2982403	2983368	0	catalyzes the conversion of D-arabinose 5-phosphateto D-ribulose-5-phosphatearabinose 5-phosphate isomerase GutQ
RBS	STM2838	2982424	2982429	0	
gene	STM2839	2983365	2984885	11	
CDS	STM2839	2983365	2984885	11	Required for the expression of anaerobic nitricoxide (NO) reductase; acts as a transcriptional activatoranaerobic nitric oxide reductase transcriptionalregulator
RBS		2984889	2984894	11	
gene	STM2840	2985071	2986510	0	
CDS	STM2840	2985071	2986510	0	detoxifies nitric oxide using NADHanaerobic nitric oxide reductaseflavorubredoxin
RBS	STM2840	2986496	2986501	0	
gene	STM2841	2986507	2987640	0	
CDS	STM2841	2986507	2987640	0	catalyzes the reduction of the rubredoxin moiety ofnitric oxide reductasenitric oxide reductase
gene	STM2842	2987737	2989977	11	
CDS	STM2842	2987737	2989977	11	hydrogenase maturation protein
RBS	STM2843	2989988	2989993	11	
CDS	STM2843	2990123	2990668	11	involved in electron transport from formate tohydrogenelectron transport protein HydN
RBS	STM2844	2990675	2990680	11	
CDS	STM2844	2990869	2991678	11	periplasmic proteinhypothetical protein
RBS	STM2845	2991678	2991683	11	
CDS	STM2845	2991705	2992175	11	involved in the C-terminal processing of the largesubunit of hydrogenase 3 HycEhydrogenase 3 maturation protease
gene	STM2846	2992168	2992578	11	
CDS	STM2846	2992168	2992578	11	hydrogenase 3 large subunit processing protein
RBS	STM2846	2992181	2992186	11	
gene	STM2847	2992575	2993342	11	
CDS	STM2847	2992575	2993342	11	hydrogenase
RBS	STM2847	2992587	2992592	11	
gene	STM2848	2993342	2993884	11	
CDS	STM2848	2993342	2993884	11	electron transfer protein for hydrogenase-3; theformate hydrogenlyase complex comprises of a formateformate hydrogenlyase complex iron-sulfursubunit
RBS	STM2848	2993348	2993353	11	
RBS	STM2849	2993890	2993895	11	
CDS	STM2849	2993894	2995603	11	hydrogenase 3 large subunit
gene	STM2850	2995621	2996544	11	
CDS	STM2850	2995621	2996544	11	hydrogenase 3 membrane subunit
gene	STM2851	2996547	2998373	11	
CDS	STM2851	2996547	2998373	11	catalyzes the oxidation of formate to carbondioxide and molecular hydrogen; formate hydrogenlyasehydrogenase 3 membrane subunit
RBS	STM2851	2996552	2996557	11	
gene	STM2852	2998373	2998981	11	
CDS	STM2852	2998373	2998981	11	hydrogenase-3 iron-sulfur subunit
RBS	STM2852	2998381	2998386	11	
RBS	STM2853	2998988	2998993	11	
CDS	STM2853	2999127	2999588	11	regulates several genes involved in the formatehydrogenlyase system; seems to prevent binding of FhlAformate hydrogenlyase regulatory protein HycA
RBS		2999597	2999602	11	
RBS	STM2854	2999790	2999795	0	
CDS	STM2854	2999798	3000154	0	plays a role in hydrogenase nickel cofactorinsertionhydrogenase nickel incorporation protein
protein_bind	STM2854	2999932	2999956	0	
RBS	STM2855	3000211	3000216	0	
CDS	STM2855	3000223	3001095	0	GTP hydrolase involved in nickel liganding intohydrogenaseshydrogenase nickel incorporation protein HypB
RBS	STM2855	3001072	3001077	0	
gene	STM2856	3001086	3001358	0	
CDS	STM2856	3001086	3001358	0	HypC; accessory protein necessary for maturation ofthe hydrogenase isoforms 1, 2 and 3; forms a complex withhydrogenase assembly chaperone
RBS	STM2856	3001347	3001352	0	
gene	STM2857	3001358	3002476	0	
CDS	STM2857	3001358	3002476	0	hydrogenase expression/formation protein
gene	STM2858	3002473	3003483	0	
CDS	STM2858	3002473	3003483	0	hydrogenase expression/formation protein
RBS	STM2858	3002509	3002514	0	
RBS	STM2859	3003689	3003694	0	
CDS	STM2859	3003702	3005780	0	formate hydrogenlyase transcriptional activator forfdhF, hyc and hyp operons EBP family (SW:FHLA_SALTY)formate hydrogen-lyase transcriptionalactivator
gene	STM2860	3005842	3006186	11	
CDS	STM2860	3005842	3006186	11	cytoplasmic protein
RBS		3006195	3006200	11	SPI-1; Salmonella pathogenicity island 1; majorconserved pathogenicity island in Salmonella spp.;
RBS	STM2861	3006362	3006367	0	
CDS	STM2861	3006368	3007285	0	SitA; Salmonella iron transporter; Fur-regulatedFur regulated iron ABC transportersubstrate-binding protein SitA
RBS	STM2861	3007274	3007279	0	
gene	STM2862	3007282	3008103	0	
CDS	STM2862	3007282	3008103	0	SitB; Salmonella iron transporter; Fur-regulatedFur regulated iron ABC transporter ATP-bindingprotein SitB
RBS	STM2862	3008093	3008098	0	
gene	STM2863	3008100	3008960	0	
CDS	STM2863	3008100	3008960	0	SitC; Salmonella iron transporter; Fur-regulatedFur regulated iron ABC transporter permeaseSitC
RBS	STM2863	3008944	3008949	0	
gene	STM2864	3008951	3009799	0	
CDS	STM2864	3008951	3009799	0	SitD; Salmonella iron transporter; Fur-regulatedFur regulated iron ABC transporter permeaseSitD
gene	STM2865	3009898	3010806	11	
CDS	STM2865	3009898	3010806	11	invasion protein; inhbits activation of keyproinflammatory transcription factor NF-kappaBsecreted effector protein
RBS	STM2866	3010804	3010809	11	
CDS	STM2866	3010967	3011722	11	transcriptional regulator SprBtranscriptional regulator
RBS	STM2867	3011723	3011728	11	
CDS	STM2867	3012107	3012994	11	SprA; HilC; helix-turn-helix protein; AraC family;activator for invasion genes; derepresses hilA expressiontranscriptional regulator SirC
RBS	STM2868	3012996	3013001	11	
CDS	STM2868	3013339	3013791	11	cytoplasmic protein
gene	STM2869	3013788	3014468	11	
CDS	STM2869	3013788	3014468	11	oxygen-regulated invasion protein OrgB(SW:ORGB_SALTY); flagellar biosynthesis/type III secretionoxygen-regulated invasion protein OrgB
RBS	STM2869	3013792	3013797	11	
gene	STM2870	3014425	3015024	11	
CDS	STM2870	3014425	3015024	11	oxygen-regulated invasion protein OrgA(SW:ORGA_SALTY); flagellar biosynthesis/type III secretionoxygen-regulated invasion protein OrgA
RBS	STM2870	3014467	3014472	11	
gene	STM2871	3014996	3015754	11	
CDS	STM2871	3014996	3015754	11	needle complex inner membrane lipoprotein; cellinvasion protein; interacts with PrgH and forms oligomericsecretion system lipoprotein PrgK
RBS	STM2871	3015034	3015039	11	
gene	STM2872	3015751	3016056	11	
CDS	STM2872	3015751	3016056	11	needle complex minor subunit; invasion protein; maycap needle complex; type III secretion apparatussecretion system protein PrgJ
RBS	STM2873	3016057	3016062	11	
CDS	STM2873	3016075	3016317	11	needle complex major subunit; invasion protein;type III secretion apparatussecretion system protein PrgI
RBS	STM2874	3016319	3016324	11	
CDS	STM2874	3016342	3017520	11	needle complex inner membrane protein; invasionprotein; interacts with PrgK; tetarmerizes; with PrgKsecretion system protein PrgH
RBS	STM2875	3017831	3017836	0	
CDS	STM2875	3017836	3018765	0	HilD; helix-turn-helix proteins; AraC family;activator for invasion genes; derepresses hilA expressiontranscriptional regulator HilD
RBS	STM2876	3019839	3019844	0	
CDS	STM2876	3019856	3021517	0	Activates the expression of invasion genes andactivates the expression of prgHIJK which is part of thetranscriptional regulator HilA
RBS	STM2877	3021527	3021532	0	
CDS	STM2877	3021535	3022017	0	invasion associated gene protein IagB(SW:IAGB_SALTY)invasion protein IagB
gene	STM2878	3022071	3023702	11	
CDS	STM2878	3022071	3023702	11	protein tyrosine phosphatase/GTPase activatingprotein; translocated protein; type III secretion;secreted effector protein SptP
gene	STM2879	3023689	3024081	11	
CDS	STM2879	3023689	3024081	11	SicP; virulence protein; chaperone for SptP; typeIII secretionchaperone protein SicP
RBS	STM2879	3023705	3023710	11	
RBS	STM05625	3024083	3024088	11	
CDS	STM05625	3024108	3024332	11	hypothetical protein
gene	STM2881	3024412	3024660	11	
CDS	STM2881	3024412	3024660	11	carries the fatty acid chain in fatty acidbiosynthesisacyl carrier protein IacP
RBS	STM2882	3024660	3024665	11	
CDS	STM2882	3024679	3026736	11	Salmonella invasion protein SipA; binds actin andpromotes polymerization; results in membrane ruffling andcell invasion protein SipA
RBS	STM2883	3026738	3026743	11	
CDS	STM2883	3026755	3027786	11	cell invasion protein SspD protein; involved intranslocating secreted proteins to host cells; translocon;cell invasion protein SipD
RBS	STM2884	3027787	3027792	11	
CDS	STM2884	3027857	3029086	11	cell invasion protein SspC; involved intranslocating secreted proteins to host cell; translocon;cell invasion protein SipC
RBS	STM2885	3029086	3029091	11	
CDS	STM2885	3029114	3030895	11	cell invasion protein SspB, SipB; involved intranslocating secreted proteins to host cell; translocon;cell invasion protein SipB
RBS	STM2886	3030897	3030902	11	
CDS	STM2886	3030898	3031395	11	surface presentation of antigens protein SpaT(SW:SPAT_SALTY); surface presentation of antigens;chaperone protein SicA
RBS	STM2887	3031402	3031407	11	
CDS	STM2887	3031533	3032603	11	Required for surface presentation of invasionplasmid antigens; required for invasion and for secretionsurface presentation of antigens protein SpaS
gene	STM2888	3032590	3033381	11	
CDS	STM2888	3032590	3033381	11	needle complex export protein; inner membranesecretory protein; type III secretion apparatussurface presentation of antigens protein SpaR
RBS	STM2888	3032605	3032610	11	
RBS	STM2889	3033382	3033387	11	
CDS	STM2889	3033385	3033645	11	surface presentation of antigens protein SpaQ(SW:SPAQ_SALTY); inner membrane secretory protein; typesurface presentation of antigens protein SpaQ
RBS	STM2890	3033644	3033649	11	
CDS	STM2890	3033671	3034345	11	part of a type III secretory system probablyinvolved in invasion into eukaryotic cellssurface presentation of antigens protein SpaP
gene	STM2891	3034335	3035246	11	
CDS	STM2891	3034335	3035246	11	involved in a secretory pathway responsible for thesurface presentation of determinants needed for the entrysurface presentation of antigens protein SpaO
RBS	STM2891	3034345	3034350	11	
gene	STM2892	3035246	3036256	11	
CDS	STM2892	3035246	3036256	11	surface presentation of antigens protein SpaN(SW:SPAN_SALTY); surface presentation of antigens;surface presentation of antigens protein SpaN
RBS	STM2892	3035249	3035254	11	
gene	STM2893	3036256	3036699	11	
CDS	STM2893	3036256	3036699	11	surface presentation of antigens protein SpaM(SW:SPAM_SALTY); secretory proteins; type III secretionsurface presentation of antigens protein SpaM
RBS	STM2893	3036259	3036264	11	
gene	STM2894	3036677	3037972	11	
CDS	STM2894	3036677	3037972	11	Invasion protein InvC; necessary for efficiententry of S.typhimurium into cultured epithelial cells.ATP synthase SpaL
RBS	STM2894	3036699	3036704	11	
gene	STM2895	3037969	3038376	11	
CDS	STM2895	3037969	3038376	11	surface presentation of antigens protein SpaK(SW:SPAK_SALTY); secretory protein; chaperone forsurface presentation of antigens protein SpaK
RBS	STM2896	3038378	3038383	11	
CDS	STM2896	3038400	3040457	11	needle complex export protein; inner membraneprotein; type III secretion apparatusinvasion protein InvA
RBS	STM2897	3040459	3040464	11	
CDS	STM2897	3040482	3041600	11	invasion protein InvE (SW:INVE_SALTY); interactswith SecA-SipB/C complex; essential for translocation intoinvasion protein InvE
gene	STM2898	3041597	3043285	11	
CDS	STM2898	3041597	3043285	11	InvG protein (SW:INVG_SALTY); forms ring-shapedstructure in outer membrane; requires InvH for stability;invasion protein InvG
RBS	STM2898	3041603	3041608	11	
gene	STM2899	3043282	3043932	11	
CDS	STM2899	3043282	3043932	11	invasion protein InvF (SW:INVF_SALTY); SPI-1transcription factor; activated by HilA; requires SicA astranscriptional regulator InvF
RBS	STM2900	3044384	3044389	0	
CDS	STM2900	3044389	3044832	0	needle complex outer membrane lipoprotein;stabilizes InvG secretin; type III secretion apparatusinvasion lipoprotein InvH
RBS	STM2901	3045257	3045262	0	
CDS	STM2901	3045263	3045712	0	cytoplasmic protein
gene	STM2902	3045697	3046044	0	
CDS	STM2902	3045697	3046044	0	cytoplasmic protein
gene	STM2903	3046317	3046643	11	
CDS	STM2903	3046317	3046643	11	cytoplasmic protein
RBS		3046644	3046649	11	
gene	STM2904	3047332	3047622	0	
CDS	STM2904	3047332	3047622	0	hypothetical protein
RBS	STM2904	3047614	3047619	0	
gene	STM2905	3047619	3048146	0	
CDS	STM2905	3047619	3048146	0	acetyltransferase
gene	STM2906	3048219	3048411	11	
misc_feature	STM2906	3048219	3048407	11	fragment of transposase
RBS	STM2906	3048406	3048411	11	
RBS	STM2907	3048761	3048766	0	
CDS	STM2907	3048771	3049427	0	serine/threonine-protein phosphatase
gene	STM2908	3049599	3050120	11	
CDS	STM2908	3049599	3050120	11	cytoplasmic protein
RBS		3050122	3050127	11	
gene	STM2909	3050279	3052846	0	
CDS	STM2909	3050279	3052846	0	This protein performs the mismatch recognition stepduring the DNA repair processDNA mismatch repair protein MutS
gene	STM2910	3052902	3053282	11	
CDS	STM2910	3052902	3053282	11	cytoplasmic protein
gene	STM2911	3053279	3054487	11	
CDS	STM2911	3053279	3054487	11	permease
RBS	STM2911	3053284	3053289	11	
RBS	STM2912	3054489	3054494	11	
CDS	STM2912	3054575	3055507	0	LysR family transcriptional regulator
gene	STM2913	3055549	3057045	11	
CDS	STM2913	3055549	3057045	11	permease
gene	STM2914	3057042	3057992	11	
CDS	STM2914	3057042	3057992	11	nucleoside-diphosphate-sugar epimerase
RBS	STM2914	3057047	3057052	11	
RBS	STM2915	3057994	3057999	11	
CDS	STM2915	3058032	3058808	11	hydroxypyruvate isomerase
gene	STM2916	3058813	3059451	11	
CDS	STM2916	3058813	3059451	11	fuculose phosphate aldolase
RBS	STM2916	3058817	3058822	11	
gene	STM2917	3059448	3060710	11	
CDS	STM2917	3059448	3060710	11	tRNA synthase
RBS	STM2917	3059461	3059466	11	
gene	STM2918	3060704	3061627	11	
CDS	STM2918	3060704	3061627	11	3-hydroxyisobutyrate dehydrogenase
RBS	STM2918	3060716	3060721	11	
RBS		3061633	3061638	11	
gene	STM2919	3061824	3062588	0	
CDS	STM2919	3061824	3062588	0	DeoR family regulatory protein
gene	STM2920	3062607	3063011	11	
CDS	STM2920	3062607	3063011	11	transcriptional regulator
RBS		3063013	3063018	11	
gene	STM2921	3063182	3063775	0	
CDS	STM2921	3063182	3063775	0	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
RBS	STM2921	3063767	3063772	0	
gene	STM2922	3063775	3065202	0	
CDS	STM2922	3063775	3065202	0	3-polyprenyl-4-hydroxybenzoate decarboxylase
RBS	STM2923	3065206	3065211	0	
CDS	STM2923	3065213	3065449	0	cytoplasmic protein
gene	STM2924	3065494	3066486	11	
CDS	STM2924	3065494	3066486	11	sigma factors are initiation factors that promotethe attachment of RNA polymerase to specific initiationRNA polymerase sigma factor RpoS
RBS	STM2925	3066494	3066499	11	
CDS	STM2925	3066549	3067682	11	Murein hydrolase activator NlpD
RBS		3067688	3067693	11	
-35_signal	STM2926	3067793	3067801	11	
CDS	STM2926	3067858	3068484	11	catalyzes the methyl esterification ofL-isoaspartyl residues that are formed in damagedprotein-L-isoaspartate O-methyltransferase
